,smoothing,normalization,dimension,wsize,sigma,update_weight,decay_period,thres,F1,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
69,0.0,0,5,201,5.0,0.005,1400,0.22,0.03393100122308011,0.7440066133716173,0.31350606936393555,0.03364352183129408,0.23325062028951596,2794.0,403,94.0
70,1.0,1,8,175,5.0,0.1,5000,0.52,0.056287695227586344,0.40975475336429446,0.5329095702744286,0.05587301586946838,0.2183622828242277,1575.0,403,88.0
71,1.0,1,5,251,2.0,0.1,5000,0.37,0.07151891787265781,0.5918985946378645,0.6875296303311799,0.07093425605229524,0.4069478907178789,2312.0,403,164.0
72,1.0,1,10,101,2.0,0.2,1000,0.85,0.03448518326386678,0.10801873794136074,0.3216055157391278,0.034482758612196365,0.03473945408567259,406.0,403,14.0
73,1.0,1,10,11,0.1,0.001,800,0.0,0.10084909163892748,0.9999999999724443,0.9999998997794266,0.0999503968229179,0.9999999997518609,4032.0,403,403.0
74,1.0,0,6,75,5.0,0.005,5000,0.15,0.030913640232062584,0.6359878754302566,0.28481896853232463,0.03065938681097609,0.18114143916100708,2381.0,403,73.0
75,1.0,1,8,225,1.0,0.3,600,0.59,0.0982912628102093,0.3516120143193273,0.9738906816806656,0.0975954738261955,0.3424317617016298,1414.0,403,138.0
76,1.0,0,5,11,0.3,0.2,2000,0.5700000000000001,0.06773127044028442,0.04105814273791518,0.6647942905706158,0.06874999995703125,0.027295285353028463,160.0,403,11.0
77,1.0,0,9,201,5.0,0.005,1800,0.22,0.0910315260888662,0.2631578947295906,0.8957812971226341,0.09047619046757369,0.235732009867064,1050.0,403,95.0
78,0.0,0,7,201,2.0,0.1,2000,0.99,0.9901475881434293,0.0,4987593.050871565,0.9999999995024876,0.4987593050871565,201.0,403,201.0
79,0.0,0,10,75,5.0,0.001,5000,0.56,0.04618086339896677,0.44171948193877875,0.43255269923188655,0.04583333333060516,0.19106699747119923,1680.0,403,77.0
80,1.0,1,6,25,0.1,0.1,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
81,1.0,1,1,175,1.0,0.2,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
82,0.0,0,10,301,0.3,0.001,800,0.0,0.10084909163892748,0.9999999999724443,0.9999998997794266,0.0999503968229179,0.9999999997518609,4032.0,403,403.0
83,1.0,0,9,11,1.0,0.2,800,0.45,0.4268138899612793,0.0030311380544769595,9.004665705062306,0.4999999977272727,0.027295285353028463,22.0,403,11.0
84,0.0,0,4,225,1.5,0.4,7000,0.08,0.2631582424055611,0.28354918709607196,3.185427886198342,0.261306532644558,0.9032258062274874,1393.0,403,364.0
85,1.0,0,10,75,1.0,0.005,1000,0.2,0.053810345009069636,0.38082116284428713,0.5082394444132883,0.05342465753058735,0.1935483870487473,1460.0,403,78.0
86,1.0,0,1,175,0.3,0.2,7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
87,1.0,0,9,225,0.3,0.3,200,2.56,0.6085663884720524,0.023973546430863225,14.283674479356197,0.6133333330607408,0.3424317617016298,225.0,403,138.0
88,1.0,1,6,201,0.5,0.1,200,0.88,0.1123283800919941,0.24993111049187294,1.131825078123547,0.11165523994988685,0.2828784118404768,1021.0,403,114.0
