,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
152,1,1,201,1600,0.03,0.8806133130349164,1,0.029760264534864696,33.51835993156958,0.7882352939630911,0.997518610174313,510.0,403,402.0
153,1,1,201,1600,0.03,0.789875998553272,0.1,0.029760264534864696,33.51835993156958,0.7882352939630911,0.997518610174313,510.0,403,402.0
154,1,0,201,200,0.05,0.30801684938557106,1,0.4414439239338263,2.051692053126091,0.18556176918222866,0.9057071958050353,1967.0,403,365.0
155,1,0,201,200,0.05,0.18703416962772562,0.1,0.4414439239338263,2.051692053126091,0.18556176918222866,0.9057071958050353,1967.0,403,365.0
156,0,1,275,400,0.01,0.2001489762666951,1,0.8875723339518443,1.1266686092305076,0.11120309050465775,0.9999999997518609,3624.0,403,403.0
157,0,1,275,400,0.01,0.11219035105301928,0.1,0.8875723339518443,1.1266686092305076,0.11120309050465775,0.9999999997518609,3624.0,403,403.0
158,1,1,275,200,0.04,0.3455881885896,1,0.1369523284613681,3.406301339962174,0.2744525547044595,0.4665012405790319,685.0,403,188.0
159,1,1,275,200,0.04,0.27557575070350965,0.1,0.1369523284613681,3.406301339962174,0.2744525547044595,0.4665012405790319,685.0,403,188.0
160,0,1,11,1800,0.17,0.3077510239560225,1,0.49958666297879345,2.0016543148368187,0.18185920576796666,0.9999999997518609,2216.0,403,403.0
161,0,1,11,1800,0.23,0.20690416325339778,0.1,0.10691650592155094,2.3440731696649872,0.20654396723792556,0.2506203473323523,489.0,403,101.0
162,0,1,101,400,0.02,0.2002981927017805,1,0.886745659936987,1.1277189527502471,0.11129522231120423,0.9999999997518609,3621.0,403,403.0
163,0,1,101,400,0.02,0.11228319747172122,0.1,0.886745659936987,1.1277189527502471,0.11129522231120423,0.9999999997518609,3621.0,403,403.0
164,1,1,225,2000,0.03,0.5712260399051523,1,0.16671259299623278,5.998343508100238,0.39980158726192444,0.9999999997518609,1008.0,403,403.0
165,1,1,225,2000,0.04,0.44591594148805674,0.1,0.03444475061905636,7.3480282933749645,0.4493392068505114,0.2531017369099003,227.0,403,102.0
166,1,0,175,1800,0.08,0.7131578447323441,1,0.023697988425910775,28.37598389498267,0.7591036412439485,0.6724565755155194,357.0,403,271.0
167,1,0,175,1800,0.08,0.7581363312599553,0.1,0.023697988425910775,28.37598389498267,0.7591036412439485,0.6724565755155194,357.0,403,271.0
168,0,0,11,1400,0.64,0.4741532570498984,1,0.006888950123811272,47.90570657530765,0.8417721513659671,0.3300248138138896,158.0,403,133.0
169,0,0,11,1400,0.68,0.9774450972585825,0.1,0.0,3002481.388833131,0.9999999991735538,0.3002481388833131,121.0,403,121.0
