,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
49,1,1,51,1200,0.18,0.9582537777052776,0.1,0.0,1851851.8515536473,0.9999999991304348,0.18518518515536472,115.0,621,115.0
50,1,0,225,1000,0.07,0.37410672893888897,1,0.16353219578822353,4.38192436423296,0.25312855516193805,0.7165861512533678,1758.0,621,445.0
51,1,0,225,1000,0.07,0.2547598854297703,0.1,0.16353219578822353,4.38192436423296,0.25312855516193805,0.7165861512533678,1758.0,621,445.0
52,0,0,11,600,0.26,0.18768483369223998,1,0.34238385850862646,1.6414226348265828,0.11265332472199312,0.5619967792975851,3098.0,621,349.0
53,0,0,11,600,1.02,0.8152731850106308,0.1,0.0,418679.54904691153,0.9999999961538462,0.041867954904691154,26.0,621,26.0
54,1,0,301,1200,0.03,0.24333853661102398,1,0.48100635196810304,2.078974192024523,0.13852331028020248,0.9999999998389695,4483.0,621,621.0
55,1,0,301,1200,0.03,0.13971499158017964,0.1,0.48100635196810304,2.078974192024523,0.13852331028020248,0.9999999998389695,4483.0,621,621.0
56,0,0,75,1200,0.07,0.6288737218232727,1,0.0356208743301081,18.805978530150597,0.5925925925081778,0.6698872784750585,702.0,621,416.0
57,0,0,75,1200,0.12,0.9775370798417063,0.1,0.0,3011272.141222018,0.9999999994652407,0.3011272141222018,187.0,621,187.0
58,0,0,101,1400,0.04,0.4736104211721936,1,0.12616764229510316,6.470949751418074,0.3335526315570031,0.8164251206414774,1520.0,621,507.0
59,0,0,101,1400,0.09,0.9708503814501929,0.1,0.0,2479871.1751240143,0.9999999993506494,0.24798711751240143,154.0,621,154.0
60,1,0,125,400,0.12,0.6492658552859641,1,0.025781541910253065,24.858842329140796,0.6578512395606858,0.6409017712333492,605.0,621,398.0
61,1,0,125,400,0.12,0.6576789284367737,0.1,0.025781541910253065,24.858842329140796,0.6578512395606858,0.6409017712333492,605.0,621,398.0
62,0,0,151,1200,0.03,0.5880519042851913,1,0.09191680159307614,9.915838723447841,0.43404907972131523,0.911433172155969,1304.0,621,566.0
63,0,0,151,1200,0.05,0.9768507966751415,0.1,0.0,2946859.902907108,0.9999999994535519,0.2946859902907108,183.0,621,183.0
64,0,1,125,2000,0.03,0.5370786093859394,1,0.003736455349312038,102.99944412771612,0.8884758361009383,0.38486312393158406,269.0,621,239.0
